time,Gain
2022-11-15 10:35:55.5930,25.79
2022-11-15 10:35:55.6030,25.79
2022-11-15 10:35:55.6130,25.79
2022-11-15 10:35:55.6230,25.79
2022-11-15 10:35:55.6330,25.79
2022-11-15 10:35:55.6340,24.66278839111328
2022-11-15 10:35:55.6430,24.66
2022-11-15 10:35:55.6770,24.66
2022-11-15 10:35:55.6770,24.66
2022-11-15 10:35:55.6780,24.66
2022-11-15 10:35:55.6820,24.66
2022-11-15 10:35:55.6930,24.66
2022-11-15 10:35:55.7020,24.66
2022-11-15 10:35:55.7120,24.66
2022-11-15 10:35:55.7220,24.66
2022-11-15 10:35:55.7320,24.66
2022-11-15 10:35:55.7340,25.808929443359375
2022-11-15 10:35:55.7420,25.81
2022-11-15 10:35:55.7760,25.81
2022-11-15 10:35:55.7760,25.81
2022-11-15 10:35:55.7770,25.81
2022-11-15 10:35:55.7820,25.81
2022-11-15 10:35:55.7920,25.81
2022-11-15 10:35:55.8020,25.81
2022-11-15 10:35:55.8120,25.81
2022-11-15 10:35:55.8210,25.81
2022-11-15 10:35:55.8320,25.81
2022-11-15 10:35:55.8330,28.724807739257812
2022-11-15 10:35:55.8410,28.72
2022-11-15 10:35:55.8760,28.72
2022-11-15 10:35:55.8760,28.72
2022-11-15 10:35:55.8760,28.72
2022-11-15 10:35:55.8810,28.72
2022-11-15 10:35:55.8910,28.72
2022-11-15 10:35:55.9010,28.72
2022-11-15 10:35:55.9110,28.72
2022-11-15 10:35:55.9210,28.72
2022-11-15 10:35:55.9310,28.72
2022-11-15 10:35:55.9340,26.514022827148438
2022-11-15 10:35:55.9410,26.51
2022-11-15 10:35:55.9760,26.51
2022-11-15 10:35:55.9760,26.51
2022-11-15 10:35:55.9770,26.51
2022-11-15 10:35:55.9800,26.51
2022-11-15 10:35:55.9900,26.51
2022-11-15 10:35:56.0000,26.51
2022-11-15 10:35:56.0100,26.51
2022-11-15 10:35:56.0200,26.51
2022-11-15 10:35:56.0300,26.51
2022-11-15 10:35:56.0340,24.011207580566406
2022-11-15 10:35:56.0400,24.01
2022-11-15 10:35:56.0750,24.01
2022-11-15 10:35:56.0760,24.01
2022-11-15 10:35:56.0760,24.01
2022-11-15 10:35:56.0800,24.01
2022-11-15 10:35:56.0900,24.01
2022-11-15 10:35:56.1000,24.01
2022-11-15 10:35:56.1100,24.01
2022-11-15 10:35:56.1190,24.01
2022-11-15 10:35:56.1290,24.01
2022-11-15 10:35:56.1340,22.127655029296875
2022-11-15 10:35:56.1390,22.13
2022-11-15 10:35:56.1760,22.13
2022-11-15 10:35:56.1760,22.13
2022-11-15 10:35:56.1760,22.13
2022-11-15 10:35:56.1790,22.13
2022-11-15 10:35:56.1890,22.13
2022-11-15 10:35:56.1990,22.13
2022-11-15 10:35:56.2090,22.13
2022-11-15 10:35:56.2190,22.13
2022-11-15 10:35:56.2290,22.13
2022-11-15 10:35:56.2340,26.82033920288086
2022-11-15 10:35:56.2390,26.82
2022-11-15 10:35:56.2760,26.82
2022-11-15 10:35:56.2760,26.82
2022-11-15 10:35:56.2760,26.82
2022-11-15 10:35:56.2780,26.82
2022-11-15 10:35:56.2880,26.82
2022-11-15 10:35:56.2980,26.82
2022-11-15 10:35:56.3080,26.82
2022-11-15 10:35:56.3180,26.82
2022-11-15 10:35:56.3280,26.82
2022-11-15 10:35:56.3340,27.34369659423828
2022-11-15 10:35:56.3380,27.34
2022-11-15 10:35:56.3750,27.34
2022-11-15 10:35:56.3750,27.34
2022-11-15 10:35:56.3750,27.34
2022-11-15 10:35:56.3780,27.34
2022-11-15 10:35:56.3880,27.34
2022-11-15 10:35:56.3970,27.34
2022-11-15 10:35:56.4070,27.34
2022-11-15 10:35:56.4170,27.34
2022-11-15 10:35:56.4270,27.34
2022-11-15 10:35:56.4340,28.02212905883789
2022-11-15 10:35:56.4370,28.02
2022-11-15 10:35:56.4750,28.02
2022-11-15 10:35:56.4760,28.02
2022-11-15 10:35:56.4760,28.02
2022-11-15 10:35:56.4770,28.02
2022-11-15 10:35:56.4870,28.02
2022-11-15 10:35:56.4970,28.02
2022-11-15 10:35:56.5070,28.02
2022-11-15 10:35:56.5170,28.02
2022-11-15 10:35:56.5270,28.02
2022-11-15 10:35:56.5570,28.02
2022-11-15 10:35:56.5580,28.02
2022-11-15 10:35:56.5580,28.02
2022-11-15 10:35:56.5580,28.821231842041016
2022-11-15 10:35:56.5660,28.82
2022-11-15 10:35:56.5760,28.82
2022-11-15 10:35:56.5860,28.82
2022-11-15 10:35:56.5960,28.82
2022-11-15 10:35:56.6060,28.82
2022-11-15 10:35:56.6160,28.82
2022-11-15 10:35:56.6260,28.82
2022-11-15 10:35:56.6580,28.82
2022-11-15 10:35:56.6580,28.82
2022-11-15 10:35:56.6580,28.82
2022-11-15 10:35:56.6580,25.756404876708984
2022-11-15 10:35:56.6660,25.76
2022-11-15 10:35:56.6760,25.76
2022-11-15 10:35:56.6850,25.76
2022-11-15 10:35:56.6950,25.76
2022-11-15 10:35:56.7050,25.76
2022-11-15 10:35:56.7150,25.76
2022-11-15 10:35:56.7250,25.76
2022-11-15 10:35:56.7580,25.76
2022-11-15 10:35:56.7580,25.76
2022-11-15 10:35:56.7580,25.76
2022-11-15 10:35:56.7580,26.98513412475586
2022-11-15 10:35:56.7650,26.99
2022-11-15 10:35:56.7750,26.99
2022-11-15 10:35:56.7850,26.99
2022-11-15 10:35:56.7950,26.99
2022-11-15 10:35:56.8050,26.99
2022-11-15 10:35:56.8150,26.99
2022-11-15 10:35:56.8250,26.99
2022-11-15 10:35:56.8580,26.99
2022-11-15 10:35:56.8580,26.99
2022-11-15 10:35:56.8580,26.99
2022-11-15 10:35:56.8590,25.288349151611328
2022-11-15 10:35:56.8640,25.29
2022-11-15 10:35:56.8740,25.29
2022-11-15 10:35:56.8840,25.29
2022-11-15 10:35:56.8940,25.29
2022-11-15 10:35:56.9040,25.29
2022-11-15 10:35:56.9140,25.29
2022-11-15 10:35:56.9240,25.29
2022-11-15 10:35:56.9570,25.29
2022-11-15 10:35:56.9570,25.29
2022-11-15 10:35:56.9580,25.29
2022-11-15 10:35:56.9580,24.105758666992188
2022-11-15 10:35:56.9640,24.11
2022-11-15 10:35:56.9730,24.11
2022-11-15 10:35:56.9830,24.11
2022-11-15 10:35:56.9930,24.11
2022-11-15 10:35:57.0030,24.11
2022-11-15 10:35:57.0130,24.11
2022-11-15 10:35:57.0230,24.11
2022-11-15 10:35:57.0570,24.11
2022-11-15 10:35:57.0570,24.11
2022-11-15 10:35:57.0580,24.11
2022-11-15 10:35:57.0580,27.617420196533203
2022-11-15 10:35:57.0630,27.62
2022-11-15 10:35:57.0730,27.62
2022-11-15 10:35:57.0830,27.62
2022-11-15 10:35:57.0930,27.62
2022-11-15 10:35:57.1030,27.62
2022-11-15 10:35:57.1120,27.62
2022-11-15 10:35:57.1230,27.62
2022-11-15 10:35:57.1570,27.62
2022-11-15 10:35:57.1570,27.62
2022-11-15 10:35:57.1570,27.62
2022-11-15 10:35:57.1580,26.791439056396484
2022-11-15 10:35:57.1620,26.79
2022-11-15 10:35:57.1720,26.79
2022-11-15 10:35:57.1820,26.79
2022-11-15 10:35:57.1920,26.79
2022-11-15 10:35:57.2020,26.79
2022-11-15 10:35:57.2120,26.79
2022-11-15 10:35:57.2220,26.79
2022-11-15 10:35:57.2570,26.79
2022-11-15 10:35:57.2580,26.79
2022-11-15 10:35:57.2580,26.79
2022-11-15 10:35:57.2580,29.89468002319336
2022-11-15 10:35:57.2620,29.89
2022-11-15 10:35:57.2710,29.89
2022-11-15 10:35:57.2810,29.89
2022-11-15 10:35:57.2910,29.89
2022-11-15 10:35:57.3010,29.89
2022-11-15 10:35:57.3110,29.89
2022-11-15 10:35:57.3210,29.89
2022-11-15 10:35:57.3560,29.89
2022-11-15 10:35:57.3570,29.89
2022-11-15 10:35:57.3570,29.89
2022-11-15 10:35:57.3570,27.443374633789062
2022-11-15 10:35:57.3610,27.44
2022-11-15 10:35:57.3710,27.44
2022-11-15 10:35:57.3810,27.44
2022-11-15 10:35:57.3910,27.44
2022-11-15 10:35:57.4000,27.44
2022-11-15 10:35:57.4100,27.44
2022-11-15 10:35:57.4200,27.44
2022-11-15 10:35:57.4570,27.44
2022-11-15 10:35:57.4570,27.44
2022-11-15 10:35:57.4570,27.44
2022-11-15 10:35:57.4580,25.03968048095703
2022-11-15 10:35:57.4600,25.04
2022-11-15 10:35:57.4700,25.04
2022-11-15 10:35:57.4800,25.04
2022-11-15 10:35:57.4900,25.04
2022-11-15 10:35:57.5000,25.04
2022-11-15 10:35:57.5100,25.04
2022-11-15 10:35:57.5200,25.04
2022-11-15 10:35:57.5570,25.04
2022-11-15 10:35:57.5570,25.04
2022-11-15 10:35:57.5570,25.04
2022-11-15 10:35:57.5580,23.055133819580078
2022-11-15 10:35:57.5590,23.06
2022-11-15 10:35:57.5690,23.06
2022-11-15 10:35:57.5790,23.06
2022-11-15 10:35:57.5890,23.06
2022-11-15 10:35:57.5990,23.06
2022-11-15 10:35:57.6090,23.06
2022-11-15 10:35:57.6190,23.06
2022-11-15 10:35:57.6580,23.06
2022-11-15 10:35:57.6580,23.06
2022-11-15 10:35:57.6580,23.06
2022-11-15 10:35:57.6580,29.134048461914062
2022-11-15 10:35:57.6590,29.13
2022-11-15 10:35:57.6690,29.13
2022-11-15 10:35:57.6790,29.13
2022-11-15 10:35:57.6880,29.13
2022-11-15 10:35:57.6980,29.13
2022-11-15 10:35:57.7080,29.13
2022-11-15 10:35:57.7180,29.13
2022-11-15 10:35:57.7570,29.13
2022-11-15 10:35:57.7570,29.13
2022-11-15 10:35:57.7580,29.13
2022-11-15 10:35:57.7580,26.76413345336914
2022-11-15 10:35:57.7580,29.13
2022-11-15 10:35:57.7680,26.76
2022-11-15 10:35:57.7780,26.76
2022-11-15 10:35:57.7880,26.76
2022-11-15 10:35:57.7980,26.76
2022-11-15 10:35:57.8080,26.76
2022-11-15 10:35:57.8180,26.76
2022-11-15 10:35:57.8570,26.76
2022-11-15 10:35:57.8570,26.76
2022-11-15 10:35:57.8580,26.76
2022-11-15 10:35:57.8580,24.764888763427734
2022-11-15 10:35:57.8580,26.76
2022-11-15 10:35:57.8670,24.76
2022-11-15 10:35:57.8770,24.76
2022-11-15 10:35:57.8870,24.76
2022-11-15 10:35:57.8970,24.76
2022-11-15 10:35:57.9070,24.76
2022-11-15 10:35:57.9170,24.76
2022-11-15 10:35:57.9560,24.76
2022-11-15 10:35:57.9560,24.76
2022-11-15 10:35:57.9570,24.76
2022-11-15 10:35:57.9570,23.596115112304688
2022-11-15 10:35:57.9570,24.76
2022-11-15 10:35:57.9670,23.6
2022-11-15 10:35:57.9760,23.6
2022-11-15 10:35:57.9860,23.6
2022-11-15 10:35:57.9960,23.6
2022-11-15 10:35:58.0060,23.6
2022-11-15 10:35:58.0160,23.6
2022-11-15 10:35:58.0570,23.6
2022-11-15 10:35:58.0570,23.6
2022-11-15 10:35:58.0570,23.6
2022-11-15 10:35:58.0570,23.6
2022-11-15 10:35:58.0580,26.25909423828125
2022-11-15 10:35:58.0660,26.26
2022-11-15 10:35:58.0760,26.26
2022-11-15 10:35:58.0860,26.26
2022-11-15 10:35:58.0960,26.26
2022-11-15 10:35:58.1060,26.26
2022-11-15 10:35:58.1160,26.26
2022-11-15 10:35:58.1560,26.26
2022-11-15 10:35:58.1560,26.26
2022-11-15 10:35:58.1570,26.26
2022-11-15 10:35:58.1570,26.26
2022-11-15 10:35:58.1570,24.28565216064453
2022-11-15 10:35:58.1650,24.29
2022-11-15 10:35:58.1750,24.29
2022-11-15 10:35:58.1850,24.29
2022-11-15 10:35:58.1950,24.29
2022-11-15 10:35:58.2050,24.29
2022-11-15 10:35:58.2150,24.29
2022-11-15 10:35:58.2550,24.29
2022-11-15 10:35:58.2550,24.29
2022-11-15 10:35:58.2560,24.29
2022-11-15 10:35:58.2560,24.29
2022-11-15 10:35:58.2560,26.508480072021484
2022-11-15 10:35:58.2650,26.51
2022-11-15 10:35:58.2740,26.51
2022-11-15 10:35:58.2840,26.51
2022-11-15 10:35:58.2940,26.51
2022-11-15 10:35:58.3040,26.51
2022-11-15 10:35:58.3140,26.51
2022-11-15 10:35:58.3240,26.51
2022-11-15 10:35:58.3570,26.51
2022-11-15 10:35:58.3570,26.51
2022-11-15 10:35:58.3570,26.51
2022-11-15 10:35:58.3570,24.248912811279297
2022-11-15 10:35:58.3640,24.25
2022-11-15 10:35:58.3740,24.25
2022-11-15 10:35:58.3840,24.25
2022-11-15 10:35:58.3940,24.25
2022-11-15 10:35:58.4030,24.25
2022-11-15 10:35:58.4130,24.25
2022-11-15 10:35:58.4230,24.25
2022-11-15 10:35:58.4560,24.25
2022-11-15 10:35:58.4560,24.25
2022-11-15 10:35:58.4560,24.25
2022-11-15 10:35:58.4570,24.989070892333984
2022-11-15 10:35:58.4630,24.99
2022-11-15 10:35:58.4730,24.99
2022-11-15 10:35:58.4830,24.99
2022-11-15 10:35:58.4930,24.99
2022-11-15 10:35:58.5030,24.99
2022-11-15 10:35:58.5130,24.99
2022-11-15 10:35:58.5230,24.99
2022-11-15 10:35:58.5550,24.99
2022-11-15 10:35:58.5560,24.99
2022-11-15 10:35:58.5560,24.99
2022-11-15 10:35:58.5560,23.091472625732422
2022-11-15 10:35:58.5620,23.09
2022-11-15 10:35:58.5720,23.09
2022-11-15 10:35:58.5820,23.09
2022-11-15 10:35:58.5920,23.09
2022-11-15 10:35:58.6020,23.09
2022-11-15 10:35:58.6120,23.09
2022-11-15 10:35:58.6220,23.09
2022-11-15 10:35:58.6560,23.09
2022-11-15 10:35:58.6560,23.09
2022-11-15 10:35:58.6560,23.09
2022-11-15 10:35:58.6570,26.66761016845703
2022-11-15 10:35:58.6620,26.67
2022-11-15 10:35:58.6720,26.67
2022-11-15 10:35:58.6820,26.67
2022-11-15 10:35:58.6920,26.67
2022-11-15 10:35:58.7010,26.67
2022-11-15 10:35:58.7120,26.67
2022-11-15 10:35:58.7210,26.67
2022-11-15 10:35:58.7550,26.67
2022-11-15 10:35:58.7560,26.67
2022-11-15 10:35:58.7560,26.67
2022-11-15 10:35:58.7560,24.536884307861328
2022-11-15 10:35:58.7610,24.54
2022-11-15 10:35:58.7710,24.54
2022-11-15 10:35:58.7810,24.54
2022-11-15 10:35:58.7910,24.54
2022-11-15 10:35:58.8010,24.54
2022-11-15 10:35:58.8110,24.54
2022-11-15 10:35:58.8210,24.54
2022-11-15 10:35:58.8550,24.54
2022-11-15 10:35:58.8560,24.54
2022-11-15 10:35:58.8560,24.54
2022-11-15 10:35:58.8560,22.710887908935547
2022-11-15 10:35:58.8600,22.71
2022-11-15 10:35:58.8710,22.71
2022-11-15 10:35:58.8800,22.71
2022-11-15 10:35:58.8900,22.71
2022-11-15 10:35:58.9000,22.71
2022-11-15 10:35:58.9100,22.71
2022-11-15 10:35:58.9200,22.71
2022-11-15 10:35:58.9560,22.71
2022-11-15 10:35:58.9570,22.71
2022-11-15 10:35:58.9570,22.71
2022-11-15 10:35:58.9570,23.96462631225586
2022-11-15 10:35:58.9600,23.96
2022-11-15 10:35:58.9700,23.96
2022-11-15 10:35:58.9800,23.96
2022-11-15 10:35:58.9900,23.96
2022-11-15 10:35:58.9990,23.96
2022-11-15 10:35:59.0090,23.96
2022-11-15 10:35:59.0190,23.96
2022-11-15 10:35:59.0550,23.96
2022-11-15 10:35:59.0550,23.96
2022-11-15 10:35:59.0560,23.96
2022-11-15 10:35:59.0560,22.578773498535156
2022-11-15 10:35:59.0590,22.58
2022-11-15 10:35:59.0690,22.58
2022-11-15 10:35:59.0790,22.58
2022-11-15 10:35:59.0890,22.58
2022-11-15 10:35:59.0990,22.58
2022-11-15 10:35:59.1090,22.58
2022-11-15 10:35:59.1190,22.58
2022-11-15 10:35:59.1550,22.58
2022-11-15 10:35:59.1560,22.58
2022-11-15 10:35:59.1560,22.58
2022-11-15 10:35:59.1560,23.143875122070312
2022-11-15 10:35:59.1580,23.14
2022-11-15 10:35:59.1680,23.14
2022-11-15 10:35:59.1780,23.14
2022-11-15 10:35:59.1880,23.14
2022-11-15 10:35:59.1980,23.14
2022-11-15 10:35:59.2080,23.14
2022-11-15 10:35:59.2180,23.14
2022-11-15 10:35:59.2540,23.14
2022-11-15 10:35:59.2540,23.14
2022-11-15 10:35:59.2540,23.14
2022-11-15 10:35:59.2550,22.532119750976562
2022-11-15 10:35:59.2580,22.53
2022-11-15 10:35:59.2680,22.53
2022-11-15 10:35:59.2770,22.53
2022-11-15 10:35:59.2870,22.53
2022-11-15 10:35:59.2970,22.53
2022-11-15 10:35:59.3070,22.53
2022-11-15 10:35:59.3170,22.53
2022-11-15 10:35:59.3540,22.53
2022-11-15 10:35:59.3540,22.53
2022-11-15 10:35:59.3540,22.53
2022-11-15 10:35:59.3550,28.258323669433594
2022-11-15 10:35:59.3570,28.26
2022-11-15 10:35:59.3670,28.26
2022-11-15 10:35:59.3770,28.26
2022-11-15 10:35:59.3870,28.26
2022-11-15 10:35:59.3970,28.26
2022-11-15 10:35:59.4070,28.26
2022-11-15 10:35:59.4160,28.26
2022-11-15 10:35:59.4540,28.26
2022-11-15 10:35:59.4550,28.26
2022-11-15 10:35:59.4550,28.26
2022-11-15 10:35:59.4550,26.213584899902344
2022-11-15 10:35:59.4560,26.21
2022-11-15 10:35:59.4660,26.21
2022-11-15 10:35:59.4760,26.21
2022-11-15 10:35:59.4860,26.21
2022-11-15 10:35:59.4960,26.21
2022-11-15 10:35:59.5060,26.21
2022-11-15 10:35:59.5160,26.21
2022-11-15 10:35:59.5550,26.21
2022-11-15 10:35:59.5560,26.21
2022-11-15 10:35:59.5560,26.21
2022-11-15 10:35:59.5560,25.21373748779297
2022-11-15 10:35:59.5560,26.21
2022-11-15 10:35:59.5660,25.21
2022-11-15 10:35:59.5750,25.21
2022-11-15 10:35:59.5860,25.21
2022-11-15 10:35:59.5950,25.21
2022-11-15 10:35:59.6050,25.21
2022-11-15 10:35:59.6350,25.21
2022-11-15 10:35:59.6350,25.21
2022-11-15 10:35:59.6350,25.21
2022-11-15 10:35:59.6360,25.434429168701172
2022-11-15 10:35:59.6450,25.43
2022-11-15 10:35:59.6550,25.43
2022-11-15 10:35:59.6650,25.43
2022-11-15 10:35:59.6750,25.43
2022-11-15 10:35:59.6850,25.43
2022-11-15 10:35:59.6950,25.43
2022-11-15 10:35:59.7050,25.43
2022-11-15 10:35:59.7360,25.43
2022-11-15 10:35:59.7360,25.43
2022-11-15 10:35:59.7360,25.43
2022-11-15 10:35:59.7370,23.688865661621094
2022-11-15 10:35:59.7440,23.69
2022-11-15 10:35:59.7540,23.69
2022-11-15 10:35:59.7640,23.69
2022-11-15 10:35:59.7740,23.69
2022-11-15 10:35:59.7840,23.69
2022-11-15 10:35:59.7940,23.69
2022-11-15 10:35:59.8040,23.69
2022-11-15 10:35:59.8360,23.69
2022-11-15 10:35:59.8370,23.69
2022-11-15 10:35:59.8370,23.69
2022-11-15 10:35:59.8370,23.70561981201172
2022-11-15 10:35:59.8440,23.71
2022-11-15 10:35:59.8530,23.71
2022-11-15 10:35:59.8630,23.71
2022-11-15 10:35:59.8730,23.71
2022-11-15 10:35:59.8830,23.71
2022-11-15 10:35:59.8930,23.71
2022-11-15 10:35:59.9030,23.71
2022-11-15 10:35:59.9360,23.71
2022-11-15 10:35:59.9360,23.71
2022-11-15 10:35:59.9370,23.71
2022-11-15 10:35:59.9370,21.601497650146484
2022-11-15 10:35:59.9430,21.6
2022-11-15 10:35:59.9530,21.6
2022-11-15 10:35:59.9630,21.6
2022-11-15 10:35:59.9730,21.6
2022-11-15 10:35:59.9830,21.6
2022-11-15 10:35:59.9920,21.6
2022-11-15 10:36:00.0030,21.6
2022-11-15 10:36:00.0360,21.6
2022-11-15 10:36:00.0360,21.6
2022-11-15 10:36:00.0370,21.6
2022-11-15 10:36:00.0370,20.378917694091797
2022-11-15 10:36:00.0420,20.38
2022-11-15 10:36:00.0520,20.38
2022-11-15 10:36:00.0620,20.38
2022-11-15 10:36:00.0720,20.38
2022-11-15 10:36:00.0820,20.38
2022-11-15 10:36:00.0920,20.38
2022-11-15 10:36:00.1020,20.38
2022-11-15 10:36:00.1360,20.38
2022-11-15 10:36:00.1360,20.38
2022-11-15 10:36:00.1360,20.38
2022-11-15 10:36:00.1360,18.99242401123047
2022-11-15 10:36:00.1420,18.99
2022-11-15 10:36:00.1510,18.99
2022-11-15 10:36:00.1610,18.99
2022-11-15 10:36:00.1710,18.99
2022-11-15 10:36:00.1810,18.99
2022-11-15 10:36:00.1910,18.99
2022-11-15 10:36:00.2010,18.99
2022-11-15 10:36:00.2360,18.99
2022-11-15 10:36:00.2360,18.99
2022-11-15 10:36:00.2360,18.99
2022-11-15 10:36:00.2360,23.105350494384766
2022-11-15 10:36:00.2410,23.11
2022-11-15 10:36:00.2510,23.11
2022-11-15 10:36:00.2600,23.11
2022-11-15 10:36:00.2700,23.11
2022-11-15 10:36:00.2810,23.11
2022-11-15 10:36:00.2900,23.11
2022-11-15 10:36:00.3000,23.11
2022-11-15 10:36:00.3360,23.11
2022-11-15 10:36:00.3360,23.11
2022-11-15 10:36:00.3360,23.11
2022-11-15 10:36:00.3370,25.786087036132812
2022-11-15 10:36:00.3400,25.79
2022-11-15 10:36:00.3500,25.79
2022-11-15 10:36:00.3600,25.79
2022-11-15 10:36:00.3700,25.79
2022-11-15 10:36:00.3800,25.79
2022-11-15 10:36:00.3900,25.79
2022-11-15 10:36:00.4000,25.79
2022-11-15 10:36:00.4360,25.79
2022-11-15 10:36:00.4360,25.79
2022-11-15 10:36:00.4360,25.79
2022-11-15 10:36:00.4370,24.018409729003906
2022-11-15 10:36:00.4390,24.02
2022-11-15 10:36:00.4490,24.02
2022-11-15 10:36:00.4590,24.02
2022-11-15 10:36:00.4690,24.02
2022-11-15 10:36:00.4790,24.02
2022-11-15 10:36:00.4890,24.02
2022-11-15 10:36:00.4990,24.02
2022-11-15 10:36:00.5360,24.02
2022-11-15 10:36:00.5360,24.02
2022-11-15 10:36:00.5360,24.02
2022-11-15 10:36:00.5370,22.257381439208984
2022-11-15 10:36:00.5390,22.26
2022-11-15 10:36:00.5490,22.26
2022-11-15 10:36:00.5580,22.26
2022-11-15 10:36:00.5680,22.26
2022-11-15 10:36:00.5790,22.26
2022-11-15 10:36:00.5880,22.26
2022-11-15 10:36:00.5980,22.26
2022-11-15 10:36:00.6360,22.26
2022-11-15 10:36:00.6360,22.26
2022-11-15 10:36:00.6360,22.26
2022-11-15 10:36:00.6370,24.010669708251953
2022-11-15 10:36:00.6380,24.01
2022-11-15 10:36:00.6480,24.01
2022-11-15 10:36:00.6580,24.01
2022-11-15 10:36:00.6680,24.01
2022-11-15 10:36:00.6780,24.01
2022-11-15 10:36:00.6880,24.01
2022-11-15 10:36:00.6980,24.01
2022-11-15 10:36:00.7350,24.01
2022-11-15 10:36:00.7360,24.01
2022-11-15 10:36:00.7360,24.01
2022-11-15 10:36:00.7360,24.62100601196289
2022-11-15 10:36:00.7370,24.62
2022-11-15 10:36:00.7470,24.62
2022-11-15 10:36:00.7570,24.62
2022-11-15 10:36:00.7670,24.62
2022-11-15 10:36:00.7770,24.62
2022-11-15 10:36:00.7870,24.62
2022-11-15 10:36:00.7970,24.62
2022-11-15 10:36:00.8350,24.62
2022-11-15 10:36:00.8360,24.62
2022-11-15 10:36:00.8360,24.62
2022-11-15 10:36:00.8360,22.551834106445312
2022-11-15 10:36:00.8360,22.55
2022-11-15 10:36:00.8470,22.55
2022-11-15 10:36:00.8570,22.55
2022-11-15 10:36:00.8660,22.55
2022-11-15 10:36:00.8760,22.55
2022-11-15 10:36:00.8860,22.55
2022-11-15 10:36:00.8970,22.55
2022-11-15 10:36:00.9360,22.55
2022-11-15 10:36:00.9360,22.55
2022-11-15 10:36:00.9360,22.55
2022-11-15 10:36:00.9360,22.55
2022-11-15 10:36:00.9370,27.539478302001953
2022-11-15 10:36:00.9460,27.54
2022-11-15 10:36:00.9560,27.54
2022-11-15 10:36:00.9660,27.54
2022-11-15 10:36:00.9760,27.54
2022-11-15 10:36:00.9860,27.54
2022-11-15 10:36:00.9960,27.54
2022-11-15 10:36:01.0360,27.54
2022-11-15 10:36:01.0360,27.54
